2023-08-02 19:29:40, 947
2023-08-02 19:30:00, 977
2023-08-02 19:45:00, 877
2023-08-02 20:00:01, 985
2023-08-02 20:15:01, 967
2023-08-02 20:30:01, 883
2023-08-02 20:45:01, 903
2023-08-02 21:00:01, 873
2023-08-02 21:15:01, 956
2023-08-02 21:30:01, 895
2023-08-02 21:45:01, 871
2023-08-02 22:00:01, 876
2023-08-02 22:15:02, 870
2023-08-02 22:30:02, 903
2023-08-02 22:45:02, 878
2023-08-02 23:00:02, 867
2023-08-02 23:15:02, 926
2023-08-02 23:30:02, 887
2023-08-02 23:45:02, 884
2023-08-03 00:00:02, 900
2023-08-03 00:15:02, 894
2023-08-03 00:30:02, 883
2023-08-03 00:45:03, 932
2023-08-03 01:00:03, 896
2023-08-03 01:15:03, 874
2023-08-03 01:30:03, 969
2023-08-03 01:45:03, 867
2023-08-03 02:00:03, 914
2023-08-03 02:15:03, 882
2023-08-03 02:30:03, 916
2023-08-03 02:45:03, 869
2023-08-03 03:00:03, 870
2023-08-03 03:15:03, 874
2023-08-03 03:30:04, 862
2023-08-03 03:45:04, 901
2023-08-03 04:00:04, 926
2023-08-03 04:15:04, 889
2023-08-03 04:30:04, 942
2023-08-03 04:45:04, 922
2023-08-03 05:00:04, 957
2023-08-03 05:15:04, 936
2023-08-03 05:30:04, 980
2023-08-03 05:45:05, 870
2023-08-03 06:00:05, 907
2023-08-03 06:15:05, 863
2023-08-03 06:30:05, 915
2023-08-03 06:45:05, 922
2023-08-03 07:00:05, 863
2023-08-03 07:15:05, 863
2023-08-03 07:30:05, 876
2023-08-03 07:45:05, 892
2023-08-03 08:00:05, 896
2023-08-03 08:15:05, 929
2023-08-03 08:30:06, 927
2023-08-03 08:45:06, 873
2023-08-03 09:00:06, 886
2023-08-03 09:15:06, 950
2023-08-03 09:30:06, 901
2023-08-03 09:45:06, 951
2023-08-03 10:00:06, 881
2023-08-03 10:15:06, 880
2023-08-03 10:30:06, 887
2023-08-03 10:45:06, 889
2023-08-03 11:00:06, 975
2023-08-03 11:15:07, 956
2023-08-03 11:30:07, 867
2023-08-03 11:45:07, 933
2023-08-03 12:00:07, 876
2023-08-03 12:15:07, 913
2023-08-03 12:30:07, 890
2023-08-03 12:45:07, 952
2023-08-03 13:00:07, 885
2023-08-03 13:15:07, 949
2023-08-03 13:30:07, 879
2023-08-03 13:45:08, 942
2023-08-03 14:00:08, 972
2023-08-03 14:15:08, 861
2023-08-03 14:30:08, 975
2023-08-03 14:45:08, 908
